"","mean","sd","lci","lqrt","med","uqrt","uci","Rhat","n.eff","overlap0","f","node","j_species","habitat","j_sub_region","species","Region","obs_mean","nplots"
"52",0.145498055159734,0.192220905096264,0.00527693115201147,0.035918025577783,0.0829848187058195,0.179922431621964,0.6686490352419,1.00100367722029,15000,0,1,"n_densityk[1,1,2]",1,"1",2,"AMGP","1.2",0,28
"53",0.241831698462729,0.546888603658606,0.00200317586588607,0.0263053895930837,0.0854504314208876,0.241515449150358,1.43370239052749,1.01206697845441,15000,0,1,"n_densityk[2,1,2]",2,"1",2,"BASA","1.2",0,28
"54",0.0918912193347613,0.196192903196048,0.000484047961654759,0.00922181475566823,0.0316239609464654,0.0962353161513031,0.557551888613003,1.01113155718764,5479,0,1,"n_densityk[3,1,2]",3,"1",2,"BBPL","1.2",0,28
"55",0.0853951932204399,0.246003118337792,0.000149181776949681,0.00459188026792806,0.0200098776783714,0.0729555507347743,0.583476509851031,1.00272259186514,14301,0,1,"n_densityk[4,1,2]",4,"1",2,"BBSA","1.2",0,28
"56",2.22521519636814,1.91240096319075,0.364971684588025,1.00221934471587,1.68826442767547,2.79317868190385,7.42843453959603,1.00040006421975,9244,0,1,"n_densityk[5,1,2]",5,"1",2,"DUNL","1.2",2.67857142857143,28
"57",14.3678475029646,14.5457524744953,2.35372532005206,6.25721309206742,10.3574236171833,17.4527760270097,50.3344786348713,1.00195633067777,15000,0,1,"n_densityk[6,1,2]",6,"1",2,"LESA","1.2",8.63095238095238,28
"58",0.275959398710751,0.445441384606858,0.00406267357912902,0.046954764034557,0.132787132139668,0.332169000034821,1.36713673210186,1.00536565466606,8726,0,1,"n_densityk[7,1,2]",7,"1",2,"PESA","1.2",0,28
"59",0.0408548955296364,0.12032789680525,4.05566536227789e-05,0.00163887190173959,0.00787425949418741,0.0329608252974345,0.28840158549944,1.0049438292817,15000,0,1,"n_densityk[8,1,2]",8,"1",2,"REKN","1.2",0,28
"60",0.0840685436424214,0.170647430316257,8.19327385219426e-05,0.00474570114621964,0.0239677850105264,0.0876214723430506,0.518470390983767,1.00013993113,15000,0,1,"n_densityk[9,1,2]",9,"1",2,"REPH","1.2",0,28
"61",9.251138675884,7.69809710105962,1.86876997095455,4.51429928207368,7.2174480715264,11.3998505586474,29.413340333379,1.00099200263276,4043,0,1,"n_densityk[10,1,2]",10,"1",2,"RNPH","1.2",7.73809523809524,28
"62",0.105502272737303,0.352017446991713,8.47981268654711e-05,0.00369344378312591,0.0184269427323787,0.076804534081887,0.750357970508969,1.00437897364606,15000,0,1,"n_densityk[11,1,2]",11,"1",2,"RUTU","1.2",0,28
"63",0.188238010899497,0.4199622753853,0.00232119030447524,0.0268541994246627,0.0794077541362578,0.200275080162099,0.992600734093732,1.00579531583211,15000,0,1,"n_densityk[12,1,2]",12,"1",2,"SAND","1.2",0,28
"64",6.39490002046798,7.54033703026918,1.04748556201883,2.74975683762713,4.53208640344317,7.72075553927033,23.0693452907991,1.04667253592938,2491,0,1,"n_densityk[13,1,2]",13,"1",2,"SEPL","1.2",4.46428571428571,28
"65",11.4172040588425,5.7042373564665,4.0628302958038,7.48726286428372,10.1864540239199,13.9427423133951,26.0587160294527,1.00082809127844,3122,0,1,"n_densityk[14,1,2]",14,"1",2,"SESA","1.2",17.8571428571429,28
"66",0.0954697868398915,0.209140306315998,0.000380556735062639,0.00877742363062864,0.0328489987426338,0.0970470804662819,0.577733908093724,1.01422955709714,15000,0,1,"n_densityk[15,1,2]",15,"1",2,"STSA","1.2",0,28
"67",1.00243733100431,0.772179361013639,0.189173233270307,0.496941581855498,0.799323869315371,1.27670883009304,2.93561187766977,1.00085045896489,15000,0,1,"n_densityk[16,1,2]",16,"1",2,"WISN","1.2",1.78571428571429,28
"68",0.152835792785148,0.280470041411131,0.000661780927182214,0.0155354144321034,0.0559166678241484,0.174849495966217,0.860934749877244,1.00059454862223,15000,0,1,"n_densityk[17,1,2]",17,"1",2,"WRSA","1.2",0,28
"69",1.34743550008158,4.59348419256848,0.016145041392517,0.157836684759772,0.457495011953782,1.26722336478425,7.84694109016695,1.07226389233574,15000,0,1,"n_densityk[1,2,2]",1,"2",2,"AMGP","1.2",0,2
