"","mean","sd","lci","lqrt","med","uqrt","uci","Rhat","n.eff","overlap0","f","node"
"n_uncor[4,3,8]",0.266696357486878,1.32082548100735,6.77593442753717e-05,0.00509241829009871,0.028289739924271,0.129885343371438,1.9153316978465,1.08868798200021,1119,0,1,"n_uncor[4,3,8]"
"n_uncor[5,3,8]",4.58583993942254,6.01729091855313,0.381615448990647,1.43746972729742,2.81148066496366,5.42316162778371,19.8906229755866,1.00219908308591,1756,0,1,"n_uncor[5,3,8]"
"n_uncor[6,3,8]",0.138938460071178,0.465142044198889,9.78536725318381e-06,0.00187759543404515,0.0168175985388627,0.0917342123992109,1.07769347630512,1.0161430551153,10169,0,1,"n_uncor[6,3,8]"
"n_uncor[7,3,8]",2.13339050105,5.03362052305979,0.0438167768950946,0.331172203535859,0.880944112136723,2.20790189890768,11.8157361282091,1.03947795757401,4155,0,1,"n_uncor[7,3,8]"
"n_uncor[8,3,8]",0.372373678211267,2.7473269607398,5.90968175361594e-06,0.00151589969049024,0.015637152135232,0.115471313546374,2.58552914684027,1.05467250203362,8332,0,1,"n_uncor[8,3,8]"
"n_uncor[9,3,8]",1.18916345102963,6.01454626844825,0.00900379373528391,0.0990534948544717,0.316911762645232,0.932269772427278,7.26683576788463,1.05165149557037,15000,0,1,"n_uncor[9,3,8]"
"n_uncor[10,3,8]",2.38922729556798,2.64520667380554,0.229083345445384,0.845480915098061,1.55783029832079,2.9921670339742,9.33911233232059,1.00030281739512,6088,0,1,"n_uncor[10,3,8]"
"n_uncor[11,3,8]",0.103001872312207,0.367764676897711,2.01782427366521e-05,0.0021731172574511,0.0135984940453585,0.0644907502306702,0.793802033311024,1.01575550658298,5922,0,1,"n_uncor[11,3,8]"
"n_uncor[12,3,8]",0.0939865677796703,0.224542634241508,0.000125112904059135,0.00553371757916474,0.0253132774798656,0.0888791606013151,0.61544020514938,1.00479526383711,8094,0,1,"n_uncor[12,3,8]"
"n_uncor[13,3,8]",2.49786605204043,3.12733421940218,0.163033825038591,0.73514559284613,1.5345813314192,3.02880049859106,10.9010613743495,1.00816545917799,858,0,1,"n_uncor[13,3,8]"
"n_uncor[1,1,9]",0.0932416903093138,0.111771048226081,0.00346580791035229,0.0252377439731279,0.0583677798550819,0.119060770215769,0.393885064969368,1.00762068059969,1701,0,1,"n_uncor[1,1,9]"
"n_uncor[2,1,9]",0.0546251900265329,0.132890216120134,8.32089192758064e-05,0.0038950397556292,0.0168369166249823,0.0554041293377241,0.337368732109044,1.01248516481695,7181,0,1,"n_uncor[2,1,9]"
"n_uncor[3,1,9]",5.85829023435903,3.68375335849202,1.75444882128142,3.42165286945181,4.92962561018892,7.17566606409717,15.8097852696382,1.01197730141619,269,0,1,"n_uncor[3,1,9]"
"n_uncor[4,1,9]",0.104513238663773,0.342313282976322,9.22965432313885e-05,0.00534904125267839,0.024383970026835,0.0883977560709099,0.698696783673871,1.11996178258742,899,0,1,"n_uncor[4,1,9]"
"n_uncor[5,1,9]",6.58775714289112,4.21746001854608,1.83820005246716,3.77422907259057,5.57859849039657,8.12755262624087,17.3048678026978,1.00305371303989,1398,0,1,"n_uncor[5,1,9]"
