"","mean","sd","lci","lqrt","med","uqrt","uci","Rhat","n.eff","overlap0","f","node","j_species","j_sub_region","species","Region"
"86",14239.8933718442,9594.49924650812,3558.94718034694,7906.67548548305,11797.7794549311,17787.1977066827,38794.8426095212,1.00076445060911,5268,0,1,"Nr[1,6]",1,6,"AMGP","3.1"
"87",3088.62118454933,5414.67377986792,121.67356709905,681.68685050353,1577.85789580131,3470.77256395283,14971.7853367847,1.00128843243699,15000,0,1,"Nr[2,6]",2,6,"BASA","3.1"
"88",18467.3666384734,16166.4249840688,4084.86168887624,9533.76752017917,14752.8484473457,22598.0648433575,53735.6046767367,1.00708827729574,8948,0,1,"Nr[3,6]",3,6,"BBPL","3.1"
"89",1000.84729947897,2670.0678273424,13.984809696929,130.816847534007,372.321509501263,971.839337061134,5804.66586921223,1.02619343865615,15000,0,1,"Nr[4,6]",4,6,"BBSA","3.1"
"90",23850.5083484248,20887.9105760106,6671.09386003201,13794.6595413687,19985.9051606068,29303.523064884,61636.2667517533,1.03219873705075,15000,0,1,"Nr[5,6]",5,6,"DUNL","3.1"
"91",1621.43432004757,5514.03462827646,43.0561695432472,304.666765338193,735.633126071874,1666.76120110159,7867.9771130226,1.06069054026684,15000,0,1,"Nr[6,6]",6,6,"LESA","3.1"
"92",18478.6982779918,18728.4096620122,3949.50473024425,9575.86952858416,14644.9803149738,22463.949859682,53275.9088949263,1.01722038009176,15000,0,1,"Nr[7,6]",7,6,"PESA","3.1"
"93",2335.81390366842,5262.99589072599,156.409771337313,709.121902776465,1438.23394213741,2761.8068924099,9476.5956112531,1.15302433113081,3862,0,1,"Nr[8,6]",8,6,"REKN","3.1"
"94",959051.557460665,15165600.9376738,415282.472613637,623603.674392193,779281.185168154,974945.221349445,1553369.99146597,1.29069981683147,15000,0,1,"Nr[9,6]",9,6,"REPH","3.1"
"95",2010.47079266262,19624.4451865478,29.6174401497806,252.197484101018,659.435000958071,1612.14885466433,8170.66140629818,1.2262865642083,7796,0,1,"Nr[10,6]",10,6,"RNPH","3.1"
"96",187437.66072348,338950.985570834,25205.9305046096,69040.8641729734,120198.65362028,210393.563562879,736404.184628682,1.04553199872773,2086,0,1,"Nr[11,6]",11,6,"RUTU","3.1"
"97",2103.48820659911,3662.50028464414,97.1241563867601,525.944871870267,1141.81567908926,2379.73564794356,9853.38372539847,1.02123715002782,1316,0,1,"Nr[12,6]",12,6,"SAND","3.1"
"98",1410.78161703941,5622.37164503517,26.6556600930463,224.481620483093,585.860824190485,1419.93181384743,6920.29846821798,1.17133375100167,5533,0,1,"Nr[13,6]",13,6,"SEPL","3.1"
"99",2990.60643582999,8417.55657980628,204.87372566575,820.445388484242,1572.30741692952,2959.93264060527,13480.4416441755,1.03457094695003,15000,0,1,"Nr[14,6]",14,6,"SESA","3.1"
"100",1159.17408692304,2635.31370085377,34.3323180139142,237.946131279048,577.296310114268,1315.27153352803,5449.1020370715,1.01722219193928,14726,0,1,"Nr[15,6]",15,6,"STSA","3.1"
"101",482.279219759913,942.217458860317,12.034881904661,95.9226347830403,240.420934095769,560.234921233505,2337.19391606279,1.00886665052645,15000,0,1,"Nr[16,6]",16,6,"WISN","3.1"
"102",662643.22350759,531927.237160716,297010.608130267,468739.023009617,604266.85920503,781725.912758176,1319768.12360773,1.06648167060106,6369,0,1,"Nr[17,6]",17,6,"WRSA","3.1"
"103",22041.907813599,16904.9941720982,4448.78756473142,11014.6472286619,17427.4528996507,27665.7756997064,67412.078247599,1.00197767157239,1403,0,1,"Nr[1,7]",1,7,"AMGP","3.2"
"104",5254.26824006019,9179.64866964491,227.40057567164,1195.08918208773,2686.82641140247,5903.23781564151,25198.3145890939,1.00488480613593,15000,0,1,"Nr[2,7]",2,7,"BASA","3.2"
"105",11387.4853496088,12790.7189417273,1212.06874153806,4169.43681381555,7630.07425243239,13964.4833161593,44053.40852548,1.00353163084863,2561,0,1,"Nr[3,7]",3,7,"BBPL","3.2"
"106",1526.32248636924,3082.62148259019,27.5242704266611,243.10542421544,643.290662737256,1595.77788466333,8318.92679121326,1.00092824221734,15000,0,1,"Nr[4,7]",4,7,"BBSA","3.2"
"107",68602.0748330505,36793.2589130678,24379.9163144546,43556.5011695489,60022.4042545816,83794.735197394,162387.584061961,1.00114294169575,5773,0,1,"Nr[5,7]",5,7,"DUNL","3.2"
"108",2487.17369398833,4367.63227828439,71.4708518637183,506.888921064345,1199.53366226316,2755.69760218309,12972.9145470708,1.00227362947523,15000,0,1,"Nr[6,7]",6,7,"LESA","3.2"
"109",19621.4838254396,14549.8474885061,4285.21464081779,10216.9035624698,15964.8648266599,24502.8587170693,56460.3977987352,1.00074492639011,15000,0,1,"Nr[7,7]",7,7,"PESA","3.2"
