"","mean","sd","lci","lqrt","med","uqrt","uci","Rhat","n.eff","overlap0","f","node","j_species","habitat","j_sub_region","species","Region"
"40",7011.56023049083,6293.10456170995,1202.06120206242,3206.9345328262,5224.09339896863,8685.57812485644,23325.3154193009,1.00645103446389,3272,0,1,"n[6,3,1]",6,"3",1,"LESA","1.1"
"41",924.96797206861,1239.85532483536,22.3176675424513,206.876852249221,520.669334544315,1156.23916982598,4349.16003605227,1.00143187041244,15000,0,1,"n[7,3,1]",7,"3",1,"PESA","1.1"
"42",178.681680359353,416.199891180677,0.285150435813054,10.0516065903132,46.6746387453568,171.809995685124,1184.91129516729,1.01273990628222,8106,0,1,"n[8,3,1]",8,"3",1,"REKN","1.1"
"43",254.028071462371,450.24178893233,0.442524285688924,17.6955789261041,83.7005591194894,289.722646521005,1500.75728860131,1.00027803207959,15000,0,1,"n[9,3,1]",9,"3",1,"REPH","1.1"
"44",342.941889760861,605.174062320445,1.08548096131711,31.8742821086004,123.344228988883,382.498456001533,2061.2593518729,1.00083874004361,7489,0,1,"n[10,3,1]",10,"3",1,"RNPH","1.1"
"45",283.150854948983,692.905083868939,0.423019724244413,15.5398669140687,72.3761251524891,259.314837066462,1905.82864526439,1.00140751542923,15000,0,1,"n[11,3,1]",11,"3",1,"RUTU","1.1"
"46",1000.88064216752,1769.90069797576,14.7079628678738,172.497836681552,461.255986897561,1126.63512086639,5179.66126584078,1.01983395727826,1245,0,1,"n[12,3,1]",12,"3",1,"SAND","1.1"
"47",6327.83137040311,5470.53253292732,1048.05335073378,2896.95845126003,4825.17094781646,7897.44947023471,21074.8186085542,1.00112749704816,6161,0,1,"n[13,3,1]",13,"3",1,"SEPL","1.1"
"48",14616.8104598436,6074.61027532146,5982.51716123315,10324.6061611141,13538.6662871117,17706.5810847493,29397.3310099634,1.00009873322348,15000,0,1,"n[14,3,1]",14,"3",1,"SESA","1.1"
"49",367.754488052986,641.112555087133,2.07369609837227,43.6831122372812,147.512616397854,421.476614928885,2030.18735631791,1.00120685954488,14793,0,1,"n[15,3,1]",15,"3",1,"STSA","1.1"
"50",3799.83765179589,2403.21913111231,848.911971356559,2099.32681155817,3222.99217416965,4891.44041924042,9845.072121388,1.00001885944113,15000,0,1,"n[16,3,1]",16,"3",1,"WISN","1.1"
"51",6805.02844805929,4101.96965928932,1680.55850469843,3927.59069082059,5892.50896660809,8666.65480725822,17059.5254150334,1.00035266205364,4595,0,1,"n[17,3,1]",17,"3",1,"WRSA","1.1"
"52",3877.29038748139,5141.90844970397,140.965556593004,954.007721153076,2186.65232020553,4812.5129382631,17547.0809090357,1.00161188500703,15000,0,1,"n[1,1,2]",1,"1",2,"AMGP","1.2"
"53",6336.85417248064,15343.8873363741,49.4089511726564,673.693255670945,2183.72124200291,6286.25366853867,37753.7299590307,1.014923788244,15000,0,1,"n[2,1,2]",2,"1",2,"BASA","1.2"
"54",2396.39762128996,5250.75440218218,12.3526182358123,238.728477470117,809.185134360255,2479.37343208473,14457.4769586392,1.00778693064954,7121,0,1,"n[3,1,2]",3,"1",2,"BBPL","1.2"
"55",2176.77293199449,6704.64520340312,3.67511657010281,113.401909649842,499.013173977339,1845.81478619639,14302.2248901132,1.00505451049493,9655,0,1,"n[4,1,2]",4,"1",2,"BBSA","1.2"
"56",53864.6684258797,46714.0722830018,8753.56283916543,24186.4256811756,40626.9723416029,67941.8209699714,179212.385769633,1.00013806274579,12243,0,1,"n[5,1,2]",5,"1",2,"DUNL","1.2"
"57",361691.984840556,378999.090176402,58026.101494968,155918.747753786,259643.019512852,438806.148034065,1266895.23695982,1.01434770996582,15000,0,1,"n[6,1,2]",6,"1",2,"LESA","1.2"
